"","Player","Pos","Team","year","Age","G","PERz","WSper48z","BPMz","VORPz","score"
"10354","Lorenzo Romar","PG","GSW",1981,22,53,-0.95,-1.15,-0.77,-0.65,-3.51
"10737","Marcus Banks","PG","PHO",2007,25,45,-0.68,-1.02,-1.11,-0.71,-3.51
"11808","Mike Newlin","SG","NYK",1982,33,76,-0.63,-0.79,-1.11,-0.98,-3.51
"411","Alonzo Gee","SF","NOP",2016,28,73,-1.39,-0.67,-0.74,-0.71,-3.5
"5633","Felton Spencer","C","UTA",1996,28,71,-0.9,-0.05,-1.44,-1.11,-3.5
"6383","Hamidou Diallo","SG","OKC",2019,20,51,-0.97,-0.42,-1.33,-0.78,-3.5
"8431","John Salmons","SF","SAC",2013,33,76,-0.95,-1.07,-0.7,-0.78,-3.5
"8554","Johnny Newman","SF","CLE",1999,35,50,-1.19,-0.61,-0.92,-0.78,-3.5
"8957","Juwan Howard","PF","MIA",2011,37,57,-1.39,-0.33,-1.07,-0.71,-3.5
"10494","Luke Ridnour","PG","SEA",2008,26,61,-0.68,-1.05,-0.92,-0.85,-3.5
"10569","Mahmoud Abdul-Rauf","PG","DEN",1992,22,81,-0.36,-1.37,-0.92,-0.85,-3.5
"11031","Markelle Fultz","SG","PHI",2019,20,19,-0.87,-1.05,-0.92,-0.65,-3.5
"408","Alonzo Gee","SF","CLE",2013,25,82,-0.87,-1.03,-0.74,-0.85,-3.49
"734","Andy Toolson","SF","UTA",1991,25,47,-1.39,-0.65,-0.81,-0.65,-3.49
"4858","Doug Overton","PG","BOS",2000,30,48,-0.87,-0.83,-1.07,-0.71,-3.49
"5911","George Johnson","SF","PHI",1985,28,55,-1.02,-0.83,-0.92,-0.71,-3.49
"11311","Maurice Taylor","PF","LAC",1999,22,46,0.27,-1.26,-1.33,-1.18,-3.49
"13635","Ricky Wilson","PG","SAS , NJN",1988,23,24,-1,-1.11,-0.74,-0.65,-3.49
"14082","Royal Ivey","SG","PHI",2009,27,71,-1.58,-0.74,-0.59,-0.58,-3.49
"16230","Troy Daniels","SG","PHO",2018,26,79,-1.04,-0.92,-0.74,-0.78,-3.49
"16570","Vitor Luiz Faverani","C","BOS",2014,25,37,-0.75,-1.13,-0.96,-0.65,-3.49
"2556","Charlie Bell","SG","MIL",2010,30,71,-1.51,-0.59,-0.66,-0.71,-3.48
"3329","D.J. Augustin","PG","ORL",2017,29,78,-0.75,-1,-0.88,-0.85,-3.48
"4142","Dell Curry","SG","UTA",1987,22,67,-0.68,-1.05,-1.03,-0.71,-3.48
"5160","Eddie Hughes","PG","DEN",1990,29,60,-1.41,-0.68,-0.74,-0.65,-3.48
"5971","Gerald Green","SG","MIA",2016,30,69,-0.97,-0.74,-0.92,-0.85,-3.48
"6878","Jacque Vaughn","PG","ORL",2003,27,80,-0.87,-0.63,-0.99,-0.98,-3.48
"7471","Jason Terry","SG","MIL",2018,40,51,-1.46,-0.92,-0.52,-0.58,-3.48
"10541","M.L. Carr","SF","BOS",1983,32,77,-1.07,-0.85,-0.85,-0.71,-3.48
"10701","Marc Jackson","C","MIN , GSW",2002,27,39,-0.73,-0.61,-1.36,-0.78,-3.48
"15084","Steve Blake","PG","WAS",2004,23,75,-0.78,-1.22,-0.77,-0.71,-3.48
"16532","Vincent Yarbrough","SG","DEN",2003,21,59,-1.12,-1.05,-0.66,-0.65,-3.48
"1104","Ashraf Amaya","PF","VAN",1996,24,54,-0.56,-0.26,-1.55,-1.11,-3.47
"2714","Chris Dudley","C","NJN",1993,27,71,-1.02,-0.33,-1.14,-0.98,-3.47
"4091","DeAndre' Bembry","SG","ATL",2019,24,82,-0.8,-1.29,-0.66,-0.71,-3.47
"9395","Kevin Edwards","SG","NJN",1996,30,34,-1.04,-1.29,-0.55,-0.58,-3.47
